GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G02791","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arab, AL Urban Cluster","02791",,,,,,,,,,,"Arab, AL Urban Cluster",6536,6384,0,24,34,0,3,91,0,91,"Arab, AL Urban Cluster",512,527,119,37,50,119,17,84,119,84
"G02818","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aransas Pass--Ingleside, TX Urban Cluster","02818",,,,,,,,,,,"Aransas Pass--Ingleside, TX Urban Cluster",16212,13930,386,149,181,0,1115,451,118,333,"Aransas Pass--Ingleside, TX Urban Cluster",1249,1268,171,143,117,127,487,226,91,206
"G02845","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arcade, NY Urban Cluster","02845",,,,,,,,,,,"Arcade, NY Urban Cluster",4535,4447,0,36,30,0,0,22,0,22,"Arcade, NY Urban Cluster",419,418,123,48,43,123,123,22,123,22
"G02872","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arcadia, FL Urban Cluster","02872",,,,,,,,,,,"Arcadia, FL Urban Cluster",16374,10512,3272,61,74,15,2129,311,284,27,"Arcadia, FL Urban Cluster",1358,1167,326,100,78,25,1694,289,291,34
"G02899","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arcadia, LA Urban Cluster","02899",,,,,,,,,,,"Arcadia, LA Urban Cluster",2824,1176,1590,28,0,0,22,8,0,8,"Arcadia, LA Urban Cluster",184,233,237,38,123,123,36,17,123,17
"G02926","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arcata-McKinleyville, CA Urban Cluster","02926",,,,,,,,,,,"Arcata, CA Urban Cluster",33822,28360,421,1795,582,33,1004,1627,515,1112,"Arcata, CA Urban Cluster",737,824,130,494,196,29,283,338,198,296
"G02953","2006-2010",,,,,,,,,,,,,,,,,,,,,"Archbold, OH Urban Cluster","02953",,,,,,,,,,,"Archbold, OH Urban Cluster",3985,3675,0,0,0,0,127,183,111,72,"Archbold, OH Urban Cluster",223,273,119,119,119,119,76,147,94,107
"G02980","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arcola, IL Urban Cluster","02980",,,,,,,,,,,"Arcola, IL Urban Cluster",2621,2197,0,0,9,0,379,36,20,16,"Arcola, IL Urban Cluster",199,234,119,119,17,119,165,29,25,26
"G03007","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ardmore, OK Urban Cluster","03007",,,,,,,,,,,"Ardmore, OK Urban Cluster",19497,13436,2240,2049,280,0,331,1161,22,1139,"Ardmore, OK Urban Cluster",634,740,294,389,221,109,345,339,25,332
"G03061","2006-2010",,,,,,,,,,,,,,,,,,,,,"Argentine, MI Urban Cluster","03061",,,,,,,,,,,"Argentine, MI Urban Cluster",3924,3895,0,6,0,0,0,23,0,23,"Argentine, MI Urban Cluster",350,351,109,11,109,109,109,43,109,43
"G03088","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arizona City, AZ Urban Cluster","03088",,,,,,,,,,,"Arizona City, AZ Urban Cluster",4964,4084,205,39,32,0,506,98,0,98,"Arizona City, AZ Urban Cluster",810,805,186,65,49,132,362,121,132,121
"G03115","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arkadelphia, AR Urban Cluster","03115",,,,,,,,,,,"Arkadelphia, AR Urban Cluster",10355,6913,3139,37,55,0,117,94,8,86,"Arkadelphia, AR Urban Cluster",156,343,350,40,46,119,125,65,13,64
"G03142","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arkansas City, KS Urban Cluster","03142",,,,,,,,,,,"Arkansas City, KS Urban Cluster",11995,10386,553,199,124,0,493,240,12,228,"Arkansas City, KS Urban Cluster",303,428,181,103,95,109,299,119,21,119
"G03169","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aromas, CA Urban Cluster","03169",,,,,,,,,,,"Aromas, CA Urban Cluster",2029,1769,0,0,56,0,141,63,39,24,"Aromas, CA Urban Cluster",424,394,132,132,65,132,114,46,36,26
"G03196","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arroyo Grande--Grover Beach, CA Urbanized Area","03196",,,,,,,,,,,"Arroyo Grande--Grover Beach, CA Urban Cluster",48322,40749,451,565,1784,25,3156,1592,398,1194,"Arroyo Grande--Grover Beach, CA Urban Cluster",797,996,292,191,396,34,670,338,211,281
"G03223","2006-2010",,,,,,,,,,,,,,,,,,,,,"Artesia, NM Urban Cluster","03223",,,,,,,,,,,"Artesia, NM Urban Cluster",11316,9186,75,121,0,0,1490,444,163,281,"Artesia, NM Urban Cluster",338,559,62,95,127,127,517,268,119,250
"G03250","2006-2010",,,,,,,,,,,,,,,,,,,,,"Arvin, CA Urban Cluster","03250",,,,,,,,,,,"Arvin, CA Urban Cluster",18507,11267,30,79,164,0,6812,155,88,67,"Arvin, CA Urban Cluster",138,1399,30,109,171,132,1399,107,95,61
"G03277","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashburn, GA Urban Cluster","03277",,,,,,,,,,,"Ashburn, GA Urban Cluster",4485,1950,2512,23,0,0,0,0,0,0,"Ashburn, GA Urban Cluster",325,241,414,29,132,132,132,132,132,132
"G03304","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashdown, AR Urban Cluster","03304",,,,,,,,,,,"Ashdown, AR Urban Cluster",3462,2220,1054,0,0,0,130,58,0,58,"Ashdown, AR Urban Cluster",349,270,288,119,119,119,137,58,119,58
"G03331","2006-2010",,,,,,,,,,,,,,,,,,,,,"Asheboro, NC Urban Cluster","03331",,,,,,,,,,,"Asheboro, NC Urban Cluster",32923,23469,3294,67,418,0,5114,561,28,533,"Asheboro, NC Urban Cluster",1031,1240,452,52,222,127,1115,227,35,227
"G03358","2006-2010",,,,,,,,,,,,,,,,,,,,,"Asheville, NC Urbanized Area","03358",,,,,,,,,,,"Asheville, NC Urbanized Area",241486,207958,17595,1427,2405,165,6680,5256,1345,3911,"Asheville, NC Urbanized Area",2160,2306,565,412,338,106,1055,792,466,564
"G03385","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashland, OH Urban Cluster","03385",,,,,,,,,,,"Ashland, OH Urban Cluster",20254,19452,147,52,333,24,73,173,44,129,"Ashland, OH Urban Cluster",267,302,49,62,29,46,75,102,68,83
"G03412","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashland, WI Urban Cluster","03412",,,,,,,,,,,"Ashland, WI Urban Cluster",7275,6215,59,595,41,0,101,264,31,233,"Ashland, WI Urban Cluster",273,278,59,187,26,99,65,135,40,128
"G03439","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashland City, TN Urban Cluster","03439",,,,,,,,,,,"Ashland City, TN Urban Cluster",2838,2720,78,0,0,0,33,7,0,7,"Ashland City, TN Urban Cluster",500,535,64,127,127,127,51,11,127,11
"G03466","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashtabula, OH Urban Cluster","03466",,,,,,,,,,,"Ashtabula, OH Urban Cluster",37082,33329,1911,132,79,0,609,1022,42,980,"Ashtabula, OH Urban Cluster",593,730,333,102,57,119,303,445,57,437
"G03493","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ashville, OH Urban Cluster","03493",,,,,,,,,,,"Ashville, OH Urban Cluster",5893,5640,20,17,0,0,47,169,58,111,"Ashville, OH Urban Cluster",331,340,39,21,119,119,47,106,57,89
"G03520","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aspen, CO Urban Cluster","03520",,,,,,,,,,,"Aspen, CO Urban Cluster",6253,6054,0,0,37,0,109,53,0,53,"Aspen, CO Urban Cluster",360,356,123,123,48,123,102,55,123,55
"G03547","2006-2010",,,,,,,,,,,,,,,,,,,,,"Astoria, OR Urban Cluster","03547",,,,,,,,,,,"Astoria, OR Urban Cluster",14161,12265,186,54,227,31,619,779,70,709,"Astoria, OR Urban Cluster",549,548,77,37,79,27,285,225,72,186
"G03574","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atascadero--El Paso de Robles (Paso Robles), CA Urbanized Area","03574",,,,,,,,,,,"Atascadero--El Paso de Robles (Paso Robles), CA Urbanized Area",60759,50600,1627,976,1051,140,4274,2091,592,1499,"Atascadero--El Paso de Robles (Paso Robles), CA Urbanized Area",1112,1329,397,354,291,163,831,424,237,355
"G03601","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atchison, KS--MO Urban Cluster","03601",,,,,,,,,,,"Atchison, KS--MO Urban Cluster",10464,9106,990,55,35,0,31,247,22,225,"Atchison, KS--MO Urban Cluster",535,525,167,56,28,119,36,169,46,162
"G03628","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atglen, PA Urban Cluster","03628",,,,,,,,,,,"Atglen, PA Urban Cluster",7433,6889,230,11,41,0,91,171,39,132,"Atglen, PA Urban Cluster",621,554,136,19,48,109,99,123,38,112
"G03655","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athens, AL Urban Cluster","03655",,,,,,,,,,,"Athens, AL Urban Cluster",19490,14863,3768,97,78,0,539,145,0,145,"Athens, AL Urban Cluster",723,871,473,79,67,119,274,101,119,101
"G03682","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athens, OH Urban Cluster","03682",,,,,,,,,,,"Athens, OH Urban Cluster",29679,26082,1083,40,1716,0,224,534,0,534,"Athens, OH Urban Cluster",511,504,207,34,138,119,127,201,119,201
"G03709","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athens, TN Urban Cluster","03709",,,,,,,,,,,"Athens, TN Urban Cluster",15638,13843,1210,6,198,0,66,315,0,315,"Athens, TN Urban Cluster",555,598,260,10,113,127,55,141,127,141
"G03736","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athens, TX Urban Cluster","03736",,,,,,,,,,,"Athens, TX Urban Cluster",12355,8164,2408,93,106,0,1344,240,95,145,"Athens, TX Urban Cluster",324,709,351,84,101,127,573,134,97,92
"G03763","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athens-Clarke County, GA Urbanized Area","03763",,,,,,,,,,,"Athens-Clarke County, GA Urbanized Area",118037,80238,28409,72,4779,24,2152,2363,363,2000,"Athens-Clarke County, GA Urbanized Area",1219,1241,957,57,375,35,623,566,235,476
"G03790","2006-2010",,,,,,,,,,,,,,,,,,,,,"Athol, MA Urban Cluster","03790",,,,,,,,,,,"Athol, MA Urban Cluster",11772,11223,135,82,29,0,49,254,0,254,"Athol, MA Urban Cluster",637,655,80,69,31,127,57,188,127,188
"G03817","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atlanta, GA Urbanized Area","03817",,,,,,,,,,,"Atlanta, GA Urbanized Area",3892158,2013422,1378754,9266,213990,1992,209711,65023,11258,53765,"Atlanta, GA Urbanized Area",6095,7673,5660,992,2177,251,5939,2978,1277,2675
"G03844","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atlanta, TX Urban Cluster","03844",,,,,,,,,,,"Atlanta, TX Urban Cluster",5278,3621,1582,0,0,0,14,61,6,55,"Atlanta, TX Urban Cluster",397,431,302,127,127,127,15,57,10,55
"G03871","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atlantic, IA Urban Cluster","03871",,,,,,,,,,,"Atlantic, IA Urban Cluster",6689,6423,138,13,7,0,18,90,0,90,"Atlantic, IA Urban Cluster",166,194,104,23,13,99,31,47,99,47
"G03898","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atlantic City, NJ Urbanized Area","03898",,,,,,,,,,,"Atlantic City, NJ Urbanized Area",231806,150535,39271,551,18234,136,17434,5645,1675,3970,"Atlantic City, NJ Urbanized Area",2163,2325,1241,169,675,145,1436,752,483,646
"G03925","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atmore, AL Urban Cluster","03925",,,,,,,,,,,"Atmore, AL Urban Cluster",6682,2577,3866,81,0,0,96,62,0,62,"Atmore, AL Urban Cluster",500,380,466,60,119,119,156,63,119,63
"G03952","2006-2010",,,,,,,,,,,,,,,,,,,,,"Atoka, OK Urban Cluster","03952",,,,,,,,,,,"Atoka, OK Urban Cluster",2627,1763,517,182,63,0,0,102,0,102,"Atoka, OK Urban Cluster",191,274,371,78,89,109,109,95,109,95
"G03979","2006-2010",,,,,,,,,,,,,,,,,,,,,"Attica, IN Urban Cluster","03979",,,,,,,,,,,"Attica, IN Urban Cluster",3122,3085,0,0,0,0,0,37,0,37,"Attica, IN Urban Cluster",199,203,119,119,119,119,119,44,119,44
"G04006","2006-2010",,,,,,,,,,,,,,,,,,,,,"Attica, NY Urban Cluster","04006",,,,,,,,,,,"Attica, NY Urban Cluster",7394,4030,2595,65,94,8,459,143,35,108,"Attica, NY Urban Cluster",225,284,177,29,117,15,157,52,27,49
"G04033","2006-2010",,,,,,,,,,,,,,,,,,,,,"Auburn, AL Urbanized Area","04033",,,,,,,,,,,"Auburn, AL Urbanized Area",63897,42033,18092,331,2459,15,146,821,30,791,"Auburn, AL Urbanized Area",813,835,822,193,225,26,70,267,38,265
"G04060","2006-2010",,,,,,,,,,,,,,,,,,,,,"Auburn, IN Urban Cluster","04060",,,,,,,,,,,"Auburn, IN Urban Cluster",21046,20577,42,28,9,0,183,207,32,175,"Auburn, IN Urban Cluster",420,454,34,23,15,119,125,81,42,69
"G04087","2006-2010",,,,,,,,,,,,,,,,,,,,,"Auburn, NE Urban Cluster","04087",,,,,,,,,,,"Auburn, NE Urban Cluster",3465,3440,0,20,0,0,5,0,0,0,"Auburn, NE Urban Cluster",33,44,99,28,99,99,10,99,99,99
"G04114","2006-2010",,,,,,,,,,,,,,,,,,,,,"Auburn, NY Urban Cluster","04114",,,,,,,,,,,"Auburn, NY Urban Cluster",31222,27890,2179,146,225,0,244,538,13,525,"Auburn, NY Urban Cluster",350,693,439,76,82,123,77,209,31,196
"G04141","2006-2010",,,,,,,,,,,,,,,,,,,,,"Auburn--Virden, IL Urban Cluster","04141",,,,,,,,,,,"Auburn--Virden, IL Urban Cluster",8204,8142,0,24,0,0,0,38,0,38,"Auburn--Virden, IL Urban Cluster",394,383,119,28,119,119,119,43,119,43
"G04168","2006-2010",,,,,,,,,,,,,,,,,,,,,"Augusta, KS Urban Cluster","04168",,,,,,,,,,,"Augusta, KS Urban Cluster",8730,8058,49,61,66,0,210,286,50,236,"Augusta, KS Urban Cluster",207,292,56,40,48,109,139,146,54,143
"G04195","2006-2010",,,,,,,,,,,,,,,,,,,,,"Augusta, ME Urban Cluster","04195",,,,,,,,,,,"Augusta, ME Urban Cluster",25455,24622,106,135,369,0,9,214,0,214,"Augusta, ME Urban Cluster",754,823,79,84,157,104,17,106,104,106
"G04222","2006-2010",,,,,,,,,,,,,,,,,,,,,"Augusta-Richmond County, GA--SC Urbanized Area","04222",,,,,,,,,,,"Augusta-Richmond County, GA--SC Urbanized Area",347464,191765,135889,560,7562,441,4699,6548,702,5846,"Augusta-Richmond County, GA--SC Urbanized Area",2555,2427,1791,158,525,155,843,898,286,896
"G04249","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aumsville, OR Urban Cluster","04249",,,,,,,,,,,"Aumsville, OR Urban Cluster",3366,3132,0,66,16,0,64,88,6,82,"Aumsville, OR Urban Cluster",354,372,123,59,22,123,59,55,20,52
"G04276","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aurora, MO Urban Cluster","04276",,,,,,,,,,,"Aurora, MO Urban Cluster",7983,7601,6,64,0,0,135,177,9,168,"Aurora, MO Urban Cluster",424,496,15,68,114,114,162,123,26,121
"G04303","2006-2010",,,,,,,,,,,,,,,,,,,,,"Aurora, NE Urban Cluster","04303",,,,,,,,,,,"Aurora, NE Urban Cluster",4304,4234,11,1,9,0,0,49,25,24,"Aurora, NE Urban Cluster",88,90,14,99,14,99,99,27,31,21
"G04330","2006-2010",,,,,,,,,,,,,,,,,,,,,"Au Sable, MI Urban Cluster","04330",,,,,,,,,,,"Au Sable, MI Urban Cluster",6800,6385,119,28,50,0,149,69,0,69,"Au Sable, MI Urban Cluster",343,386,88,32,48,109,168,54,109,54
"G04357","2006-2010",,,,,,,,,,,,,,,,,,,,,"Austin, MN Urban Cluster","04357",,,,,,,,,,,"Austin, MN Urban Cluster",24014,21954,685,34,304,0,633,404,56,348,"Austin, MN Urban Cluster",186,437,132,35,113,93,329,137,91,109
"G04384","2006-2010",,,,,,,,,,,,,,,,,,,,,"Austin, TX Urbanized Area","04384",,,,,,,,,,,"Austin, TX Urbanized Area",1031104,712487,85328,4749,61558,875,140190,25917,6876,19041,"Austin, TX Urbanized Area",3749,5161,1513,663,1501,136,4597,1690,781,1473
"G04411","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ava, MO Urban Cluster","04411",,,,,,,,,,,"Ava, MO Urban Cluster",2720,2700,0,0,0,0,20,0,0,0,"Ava, MO Urban Cluster",186,183,114,114,114,114,34,114,114,114
"G04438","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avalon, CA Urban Cluster","04438",,,,,,,,,,,"Avalon, CA Urban Cluster",3661,3203,16,20,0,0,353,69,0,69,"Avalon, CA Urban Cluster",37,245,24,33,132,132,253,55,132,55
"G04465","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avenal, CA Urban Cluster","04465",,,,,,,,,,,"Avenal, CA Urban Cluster",14801,11647,136,0,23,0,2751,244,244,0,"Avenal, CA Urban Cluster",513,1266,148,132,41,132,1015,297,297,132
"G04492","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avon, CO Urban Cluster","04492",,,,,,,,,,,"Avon, CO Urban Cluster",14541,12916,0,6,209,0,1205,205,0,205,"Avon, CO Urban Cluster",1099,1214,123,13,143,123,608,215,123,215
"G04519","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avon, NY Urban Cluster","04519",,,,,,,,,,,"Avon, NY Urban Cluster",3849,3760,0,0,24,0,0,65,0,65,"Avon, NY Urban Cluster",302,302,123,123,34,123,123,75,123,75
"G04546","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avondale, AZ Urbanized Area","04546",,,,,,,,,,,"Avondale, AZ Urbanized Area",99322,77865,7719,817,3074,101,7007,2739,734,2005,"Avondale, AZ Urbanized Area",2599,2696,1543,362,793,98,1083,568,306,522
"G04573","2006-2010",,,,,,,,,,,,,,,,,,,,,"Avra Valley, AZ Urban Cluster","04573",,,,,,,,,,,"Avra Valley, AZ Urban Cluster",3965,3393,0,36,16,0,417,103,0,103,"Avra Valley, AZ Urban Cluster",627,643,132,39,23,132,249,103,132,103
"G04600","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bad Axe, MI Urban Cluster","04600",,,,,,,,,,,"Bad Axe, MI Urban Cluster",3645,3507,0,0,88,0,0,50,0,50,"Bad Axe, MI Urban Cluster",141,175,109,109,56,109,109,52,109,52
"G04627","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bainbridge, GA Urban Cluster","04627",,,,,,,,,,,"Bainbridge, GA Urban Cluster",11958,5035,6760,7,0,0,148,8,0,8,"Bainbridge, GA Urban Cluster",560,530,490,14,132,132,132,15,132,15
"G04654","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baker City, OR Urban Cluster","04654",,,,,,,,,,,"Baker City, OR Urban Cluster",9750,9155,31,160,0,0,43,361,0,361,"Baker City, OR Urban Cluster",104,212,34,106,123,123,62,131,123,131
"G04681","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bakersfield, CA Urbanized Area","04681",,,,,,,,,,,"Bakersfield, CA Urbanized Area",463620,284972,29102,4610,15093,326,110255,19262,7713,11549,"Bakersfield, CA Urbanized Area",3309,4408,1323,665,1017,140,3814,1687,1086,1121
"G04708","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bald Knob, AR Urban Cluster","04708",,,,,,,,,,,"Bald Knob, AR Urban Cluster",2533,2262,88,0,0,12,171,0,0,0,"Bald Knob, AR Urban Cluster",186,228,74,119,119,21,191,119,119,119
"G04735","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baldwin, IL Urban Cluster","04735",,,,,,,,,,,"Baldwin, IL Urban Cluster",329,295,0,0,0,0,32,2,0,2,"Baldwin, IL Urban Cluster",107,85,119,119,119,119,52,6,119,6
"G04762","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baldwin, WI Urban Cluster","04762",,,,,,,,,,,"Baldwin, WI Urban Cluster",5450,5108,36,6,176,11,11,102,26,76,"Baldwin, WI Urban Cluster",251,292,37,8,147,19,16,70,38,60
"G04789","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baldwin City, KS Urban Cluster","04789",,,,,,,,,,,"Baldwin City, KS Urban Cluster",3656,3551,58,22,0,0,0,25,0,25,"Baldwin City, KS Urban Cluster",252,260,43,24,109,109,109,27,109,27
"G04816","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ballinger, TX Urban Cluster","04816",,,,,,,,,,,"Ballinger, TX Urban Cluster",4029,3450,227,37,26,0,178,111,76,35,"Ballinger, TX Urban Cluster",123,231,173,77,52,127,128,127,102,73
"G04843","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baltimore, MD Urbanized Area","04843",,,,,,,,,,,"Baltimore, MD Urbanized Area",2145955,1205968,745286,5722,104250,1296,34346,49087,5323,43764,"Baltimore, MD Urbanized Area",2759,3127,3020,576,1480,361,2423,2495,773,2406
"G04870","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baltimore, OH Urban Cluster","04870",,,,,,,,,,,"Baltimore, OH Urban Cluster",3485,3377,0,0,29,0,0,79,0,79,"Baltimore, OH Urban Cluster",245,238,119,119,29,119,119,52,119,52
"G04897","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bamberg, SC Urban Cluster","04897",,,,,,,,,,,"Bamberg, SC Urban Cluster",3374,1598,1700,0,17,0,30,29,20,9,"Bamberg, SC Urban Cluster",473,303,485,132,28,132,34,34,31,15
"G04924","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bandon, OR Urban Cluster","04924",,,,,,,,,,,"Bandon, OR Urban Cluster",3016,2884,0,0,87,0,0,45,0,45,"Bandon, OR Urban Cluster",161,152,123,123,95,123,123,69,123,69
"G04951","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bangor, ME Urbanized Area","04951",,,,,,,,,,,"Bangor, ME Urbanized Area",60919,56621,598,1214,1249,0,334,903,111,792,"Bangor, ME Urbanized Area",848,912,190,241,159,104,192,234,78,223
"G04978","2006-2010",,,,,,,,,,,,,,,,,,,,,"Banta (Deuel Vocational Institution), CA Urban Cluster","04978",,,,,,,,,,,"Banta (Deuel Vocational Institution), CA Urban Cluster",3829,1843,965,57,72,7,739,146,31,115,"Banta (Deuel Vocational Institution), CA Urban Cluster",141,180,149,30,39,11,122,56,26,50
"G05005","2006-2010",,,,,,,,,,,,,,,,,,,,,"Baraboo, WI Urban Cluster","05005",,,,,,,,,,,"Baraboo, WI Urban Cluster",12261,11677,125,51,129,0,279,0,0,0,"Baraboo, WI Urban Cluster",366,442,105,36,59,99,211,99,99,99
"G05032","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barbourville, KY Urban Cluster","05032",,,,,,,,,,,"Barbourville, KY Urban Cluster",4571,4044,497,21,0,9,0,0,0,0,"Barbourville, KY Urban Cluster",426,413,212,35,123,25,123,123,123,123
"G05059","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bardstown, KY Urban Cluster","05059",,,,,,,,,,,"Bardstown, KY Urban Cluster",15277,13087,1689,20,117,0,12,352,32,320,"Bardstown, KY Urban Cluster",570,581,241,21,85,123,21,149,55,136
"G05086","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bar Harbor, ME Urban Cluster","05086",,,,,,,,,,,"Bar Harbor, ME Urban Cluster",2312,2042,9,24,173,0,0,64,0,64,"Bar Harbor, ME Urban Cluster",380,340,17,26,98,104,104,61,104,61
"G05113","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barnesville, GA Urban Cluster","05113",,,,,,,,,,,"Barnesville, GA Urban Cluster",7400,3618,3657,11,0,0,69,45,0,45,"Barnesville, GA Urban Cluster",439,463,388,18,132,132,75,47,132,47
"G05140","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barnesville, OH Urban Cluster","05140",,,,,,,,,,,"Barnesville, OH Urban Cluster",4530,4357,0,0,17,56,18,82,0,82,"Barnesville, OH Urban Cluster",366,340,119,119,15,68,31,72,119,72
"G05167","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barnstable Town, MA Urbanized Area","05167",,,,,,,,,,,"Barnstable Town, MA Urbanized Area",236606,221874,4492,843,2599,16,2571,4211,709,3502,"Barnstable Town, MA Urbanized Area",1834,1956,468,256,313,28,631,566,236,539
"G05194","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barnwell, SC Urban Cluster","05194",,,,,,,,,,,"Barnwell, SC Urban Cluster",3365,1608,1732,0,0,0,0,25,0,25,"Barnwell, SC Urban Cluster",345,293,370,132,132,132,132,40,132,40
"G05221","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barre--Montpelier, VT Urban Cluster","05221",,,,,,,,,,,"Barre--Montpelier, VT Urban Cluster",21872,20966,136,46,78,15,14,617,83,534,"Barre--Montpelier, VT Urban Cluster",479,522,89,36,78,26,21,213,76,190
"G05248","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barron, WI Urban Cluster","05248",,,,,,,,,,,"Barron, WI Urban Cluster",2969,2319,323,0,49,0,38,240,52,188,"Barron, WI Urban Cluster",237,263,111,99,59,99,50,152,36,149
"G05275","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barrow, AK Urban Cluster","05275",,,,,,,,,,,"Barrow, AK Urban Cluster",3880,722,23,2403,187,48,33,464,168,296,"Barrow, AK Urban Cluster",190,246,30,443,175,81,30,191,98,193
"G05302","2006-2010",,,,,,,,,,,,,,,,,,,,,"Barstow, CA Urban Cluster","05302",,,,,,,,,,,"Barstow, CA Urban Cluster",29105,16939,4197,546,766,667,4229,1761,459,1302,"Barstow, CA Urban Cluster",1019,1219,674,232,229,425,823,444,202,390
"G05329","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bartlesville, OK Urban Cluster","05329",,,,,,,,,,,"Bartlesville, OK Urban Cluster",38776,30845,1185,2203,643,21,685,3194,78,3116,"Bartlesville, OK Urban Cluster",259,428,140,323,140,35,251,425,55,426
"G05356","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bartlett, TX Urban Cluster","05356",,,,,,,,,,,"Bartlett, TX Urban Cluster",1592,1270,176,1,0,0,116,29,0,29,"Bartlett, TX Urban Cluster",285,257,91,127,127,127,88,47,127,47
"G05383","2006-2010",,,,,,,,,,,,,,,,,,,,,"Bartow, FL Urban Cluster","05383",,,,,,,,,,,"Bartow, FL Urban Cluster",16574,11173,4449,8,211,0,561,172,13,159,"Bartow, FL Urban Cluster",328,575,440,13,144,136,418,97,21,99
"G05410","2006-2010",,,,,,,,,,,,,,,,,,,,,"Basalt--El Jebel, CO Urban Cluster","05410",,,,,,,,,,,"Basalt, CO Urban Cluster",7303,6582,0,0,175,0,303,243,0,243,"Basalt, CO Urban Cluster",780,773,123,123,172,123,191,231,123,231
