GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G15265","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chanute, KS Urban Cluster","15265",,,,,,,,,,,"Chanute, KS Urban Cluster",8982,7871,272,38,129,0,15,657,20,637,"Chanute, KS Urban Cluster",102,731,312,45,161,109,19,361,33,362
"G15292","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chaparral, NM Urban Cluster","15292",,,,,,,,,,,"Chaparral, NM Urban Cluster",8561,7196,34,0,8,0,1181,142,68,74,"Chaparral, NM Urban Cluster",931,932,36,127,12,127,483,84,59,66
"G15319","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chardon, OH Urban Cluster","15319",,,,,,,,,,,"Chardon, OH Urban Cluster",9508,9046,54,33,29,0,16,330,60,270,"Chardon, OH Urban Cluster",538,529,55,34,32,119,23,149,67,140
"G15346","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chariton, IA Urban Cluster","15346",,,,,,,,,,,"Chariton, IA Urban Cluster",4019,3950,0,63,6,0,0,0,0,0,"Chariton, IA Urban Cluster",246,265,99,53,33,99,99,99,99,99
"G15373","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charles City, IA Urban Cluster","15373",,,,,,,,,,,"Charles City, IA Urban Cluster",7519,6963,222,10,110,0,111,103,0,103,"Charles City, IA Urban Cluster",132,183,121,20,61,99,72,109,99,109
"G15400","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charleston, IL Urban Cluster","15400",,,,,,,,,,,"Charleston, IL Urban Cluster",21044,18819,1450,19,442,0,173,141,6,135,"Charleston, IL Urban Cluster",469,507,269,27,96,119,110,83,11,82
"G15427","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charleston, MS Urban Cluster","15427",,,,,,,,,,,"Charleston, MS Urban Cluster",2983,473,2475,7,22,0,0,6,0,6,"Charleston, MS Urban Cluster",451,226,365,13,23,127,127,11,127,11
"G15454","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charleston, MO Urban Cluster","15454",,,,,,,,,,,"Charleston, MO Urban Cluster",5937,3313,2507,4,10,0,10,93,0,93,"Charleston, MO Urban Cluster",345,641,366,6,16,114,16,93,114,93
"G15481","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charleston, WV Urbanized Area","15481",,,,,,,,,,,"Charleston, WV Urbanized Area",178073,159269,11329,203,2041,85,94,5052,136,4916,"Charleston, WV Urbanized Area",1979,2022,767,94,227,80,56,637,114,636
"G15508","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charleston--North Charleston, SC Urbanized Area","15508",,,,,,,,,,,"Charleston--North Charleston, SC Urbanized Area",463844,309942,125468,1804,8179,293,9158,9000,621,8379,"Charleston--North Charleston, SC Urbanized Area",2507,2363,1903,356,649,123,1551,926,239,921
"G15535","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlestown, IN Urban Cluster","15535",,,,,,,,,,,"Charlestown, IN Urban Cluster",5960,4840,484,0,16,0,402,218,9,209,"Charlestown, IN Urban Cluster",371,428,375,119,25,119,220,170,14,170
"G15562","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlestown, NH Urban Cluster","15562",,,,,,,,,,,"Charlestown, NH Urban Cluster",2364,2308,0,0,0,0,0,56,28,28,"Charlestown, NH Urban Cluster",312,308,114,114,114,114,114,62,48,42
"G15589","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlestown, RI Urban Cluster","15589",,,,,,,,,,,"Charlestown town, RI Urban Cluster",2717,2676,32,0,9,0,0,0,0,0,"Charlestown town, RI Urban Cluster",417,416,40,127,15,127,127,127,127,127
"G15616","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlevoix, MI Urban Cluster","15616",,,,,,,,,,,"Charlevoix, MI Urban Cluster",4574,4367,57,68,9,0,13,60,0,60,"Charlevoix, MI Urban Cluster",266,269,39,51,10,109,22,71,109,71
"G15643","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlotte, MI Urban Cluster","15643",,,,,,,,,,,"Charlotte, MI Urban Cluster",11877,10987,111,62,50,0,211,456,38,418,"Charlotte, MI Urban Cluster",347,393,113,40,38,109,186,200,57,203
"G15670","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlotte, NC--SC Urbanized Area","15670",,,,,,,,,,,"Charlotte, NC--SC Urbanized Area",926651,562104,262824,3195,37612,605,41699,18612,2617,15995,"Charlotte, NC--SC Urbanized Area",2814,3472,2289,399,1080,137,2488,1558,662,1394
"G15724","2006-2010",,,,,,,,,,,,,,,,,,,,,"Charlottesville, VA Urbanized Area","15724",,,,,,,,,,,"Charlottesville, VA Urbanized Area",88800,63913,14930,217,6012,43,1426,2259,267,1992,"Charlottesville, VA Urbanized Area",1031,966,599,182,309,44,396,454,134,428
"G15751","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chase City, VA Urban Cluster","15751",,,,,,,,,,,"Chase City, VA Urban Cluster",2626,1230,1314,0,53,0,12,17,9,8,"Chase City, VA Urban Cluster",432,296,319,127,50,127,18,27,15,13
"G15778","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chatsworth, GA Urban Cluster","15778",,,,,,,,,,,"Chatsworth, GA Urban Cluster",10195,8932,77,67,44,0,908,167,7,160,"Chatsworth, GA Urban Cluster",879,795,75,83,36,132,387,151,15,151
"G15805","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chattahoochee, FL Urban Cluster","15805",,,,,,,,,,,"Chattahoochee, FL Urban Cluster",5038,2470,2174,32,24,0,133,205,9,196,"Chattahoochee, FL Urban Cluster",382,357,275,26,21,136,67,78,16,76
"G15832","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chattanooga, TN--GA Urbanized Area","15832",,,,,,,,,,,"Chattanooga, TN--GA Urbanized Area",364075,278021,68689,891,5932,65,4918,5559,572,4987,"Chattanooga, TN--GA Urbanized Area",2152,2462,883,268,465,45,903,824,233,750
"G15859","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cheboygan, MI Urban Cluster","15859",,,,,,,,,,,"Cheboygan, MI Urban Cluster",4427,4128,0,142,0,0,14,143,0,143,"Cheboygan, MI Urban Cluster",324,300,109,87,109,109,23,74,109,74
"G15886","2006-2010",,,,,,,,,,,,,,,,,,,,,"Checotah, OK Urban Cluster","15886",,,,,,,,,,,"Checotah, OK Urban Cluster",2620,1752,61,744,0,0,0,63,0,63,"Checotah, OK Urban Cluster",213,280,57,229,109,109,109,52,109,52
"G15913","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chelan, WA Urban Cluster","15913",,,,,,,,,,,"Chelan, WA Urban Cluster",3750,3681,0,17,21,0,31,0,0,0,"Chelan, WA Urban Cluster",229,222,123,28,31,123,41,123,123,123
"G15940","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chelsea, MI Urban Cluster","15940",,,,,,,,,,,"Chelsea, MI Urban Cluster",5433,5209,30,38,15,0,42,99,29,70,"Chelsea, MI Urban Cluster",244,278,33,52,28,109,47,79,47,65
"G15967","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cheney, WA Urban Cluster","15967",,,,,,,,,,,"Cheney, WA Urban Cluster",10379,8772,314,170,432,32,369,290,5,285,"Cheney, WA Urban Cluster",101,381,190,160,138,40,220,124,9,123
"G15994","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cheraw, SC Urban Cluster","15994",,,,,,,,,,,"Cheraw, SC Urban Cluster",8598,4282,4211,0,0,0,0,105,0,105,"Cheraw, SC Urban Cluster",468,537,532,132,132,132,132,91,132,91
"G16021","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cherokee, IA Urban Cluster","16021",,,,,,,,,,,"Cherokee, IA Urban Cluster",4276,4059,20,0,58,0,104,35,0,35,"Cherokee, IA Urban Cluster",271,279,33,99,57,99,105,38,99,38
"G16048","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cherokee Village, AR Urban Cluster","16048",,,,,,,,,,,"Cherokee Village, AR Urban Cluster",3052,3022,30,0,0,0,0,0,0,0,"Cherokee Village, AR Urban Cluster",267,266,43,119,119,119,119,119,119,119
"G16075","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cherryville, NC Urban Cluster","16075",,,,,,,,,,,"Cherryville, NC Urban Cluster",5659,4839,236,35,0,0,423,126,53,73,"Cherryville, NC Urban Cluster",275,410,120,62,127,127,351,89,62,69
"G16102","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chesapeake Beach, MD Urban Cluster","16102",,,,,,,,,,,"Chesapeake Beach, MD Urban Cluster",21989,18661,2151,44,270,0,326,537,22,515,"Chesapeake Beach, MD Urban Cluster",952,883,484,40,157,127,230,219,36,199
"G16129","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chesapeake Ranch Estates-Drum Point, MD Urban Cluster","16129",,,,,,,,,,,"Chesapeake Ranch Estates-Drum Point, MD Urban Cluster",49819,36194,9203,223,1679,0,537,1983,14,1969,"Chesapeake Ranch Estates-Drum Point, MD Urban Cluster",1622,1292,1122,139,282,127,251,442,22,442
"G16156","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chester, IL Urban Cluster","16156",,,,,,,,,,,"Chester, IL Urban Cluster",4117,3833,152,7,10,0,67,48,0,48,"Chester, IL Urban Cluster",264,262,101,15,15,119,66,56,119,56
"G16183","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chester, SC Urban Cluster","16183",,,,,,,,,,,"Chester, SC Urban Cluster",10598,4126,6324,35,0,0,0,113,50,63,"Chester, SC Urban Cluster",574,415,541,49,132,132,132,106,82,65
"G16210","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chestertown, MD Urban Cluster","16210",,,,,,,,,,,"Chestertown, MD Urban Cluster",6774,5477,996,0,118,0,0,183,37,146,"Chestertown, MD Urban Cluster",326,406,196,127,73,127,127,94,31,94
"G16237","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cheyenne, WY Urbanized Area","16237",,,,,,,,,,,"Cheyenne, WY Urbanized Area",69886,59470,1909,967,839,67,3774,2860,1372,1488,"Cheyenne, WY Urbanized Area",773,959,214,234,201,58,541,465,440,344
"G16264","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chicago, IL--IN Urbanized Area","16264",,,,,,,,,,,"Chicago, IL--IN Urbanized Area",8290849,5155879,1601695,16160,485015,2024,883145,146931,44630,102301,"Chicago, IL--IN Urbanized Area",4286,11457,3634,1478,2472,418,11055,4410,2679,2857
"G16291","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chickasha, OK Urban Cluster","16291",,,,,,,,,,,"Chickasha, OK Urban Cluster",15607,12790,937,592,147,0,224,917,68,849,"Chickasha, OK Urban Cluster",276,357,226,206,78,109,145,294,62,289
"G16318","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chico, CA Urbanized Area","16318",,,,,,,,,,,"Chico, CA Urbanized Area",96900,79904,1544,1027,4404,230,4477,5314,1042,4272,"Chico, CA Urbanized Area",1046,1433,302,214,522,80,861,710,338,586
"G16345","2006-2010",,,,,,,,,,,,,,,,,,,,,"Childersburg, AL Urban Cluster","16345",,,,,,,,,,,"Childersburg, AL Urban Cluster",5653,3615,1949,0,89,0,0,0,0,0,"Childersburg, AL Urban Cluster",329,517,444,119,122,119,119,119,119,119
"G16372","2006-2010",,,,,,,,,,,,,,,,,,,,,"Childress, TX Urban Cluster","16372",,,,,,,,,,,"Childress, TX Urban Cluster",4593,3916,326,0,43,0,286,22,22,0,"Childress, TX Urban Cluster",290,299,192,127,52,127,176,24,24,127
"G16399","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chillicothe, IL Urban Cluster","16399",,,,,,,,,,,"Chillicothe, IL Urban Cluster",8346,8061,0,11,78,0,165,31,16,15,"Chillicothe, IL Urban Cluster",315,371,119,18,102,119,134,38,27,25
"G16426","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chillicothe, MO Urban Cluster","16426",,,,,,,,,,,"Chillicothe, MO Urban Cluster",8888,8336,379,29,7,0,10,127,10,117,"Chillicothe, MO Urban Cluster",192,197,107,36,15,114,16,66,16,65
"G16453","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chillicothe, OH Urban Cluster","16453",,,,,,,,,,,"Chillicothe, OH Urban Cluster",26346,23833,1054,77,152,0,278,952,24,928,"Chillicothe, OH Urban Cluster",417,545,206,62,107,119,278,221,34,218
"G16480","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chilton, WI Urban Cluster","16480",,,,,,,,,,,"Chilton, WI Urban Cluster",3174,3101,0,0,15,0,58,0,0,0,"Chilton, WI Urban Cluster",253,247,99,99,23,99,78,99,99,99
"G16507","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chincoteague, VA Urban Cluster","16507",,,,,,,,,,,"Chincoteague, VA Urban Cluster",2752,2686,0,0,0,0,0,66,0,66,"Chincoteague, VA Urban Cluster",195,212,127,127,127,127,127,91,127,91
"G16534","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chinle, AZ Urban Cluster","16534",,,,,,,,,,,"Chinle, AZ Urban Cluster",2671,221,0,2404,46,0,0,0,0,0,"Chinle, AZ Urban Cluster",676,144,132,687,55,132,132,132,132,132
"G16561","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chino Valley, AZ Urban Cluster","16561",,,,,,,,,,,"Chino Valley, AZ Urban Cluster",9253,8565,24,75,27,0,172,390,0,390,"Chino Valley, AZ Urban Cluster",741,787,33,81,39,132,123,288,132,288
"G16588","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chipley, FL Urban Cluster","16588",,,,,,,,,,,"Chipley, FL Urban Cluster",3461,2317,1048,0,33,0,0,63,0,63,"Chipley, FL Urban Cluster",177,338,340,136,51,136,136,60,136,60
"G16615","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chisholm, MN Urban Cluster","16615",,,,,,,,,,,"Chisholm, MN Urban Cluster",4954,4724,33,96,74,0,0,27,0,27,"Chisholm, MN Urban Cluster",20,147,39,83,111,93,93,33,93,33
"G16642","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chittenango, NY Urban Cluster","16642",,,,,,,,,,,"Chittenango, NY Urban Cluster",5345,5295,0,45,5,0,0,0,0,0,"Chittenango, NY Urban Cluster",281,279,123,52,9,123,123,123,123,123
"G16669","2006-2010",,,,,,,,,,,,,,,,,,,,,"Choctaw Lake, OH Urban Cluster","16669",,,,,,,,,,,"Choctaw Lake, OH Urban Cluster",2137,2082,0,25,30,0,0,0,0,0,"Choctaw Lake, OH Urban Cluster",199,207,119,36,55,119,119,119,119,119
"G16696","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chowchilla, CA Urban Cluster","16696",,,,,,,,,,,"Chowchilla, CA Urban Cluster",8012,6282,7,140,82,0,1100,401,151,250,"Chowchilla, CA Urban Cluster",806,879,12,105,106,132,531,280,128,286
"G16723","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chowchilla East (Valley State Prison), CA Urban Cluster","16723",,,,,,,,,,,"Chowchilla East (Valley State Prison), CA Urban Cluster",4556,2100,1160,81,99,28,619,469,276,193,"Chowchilla East (Valley State Prison), CA Urban Cluster",752,470,212,66,55,24,198,284,216,103
"G16777","2006-2010",,,,,,,,,,,,,,,,,,,,,"Christopher, IL Urban Cluster","16777",,,,,,,,,,,"Christopher, IL Urban Cluster",3567,3556,0,0,0,0,0,11,7,4,"Christopher, IL Urban Cluster",349,347,119,119,119,119,119,14,12,6
"G16804","2006-2010",,,,,,,,,,,,,,,,,,,,,"Chuckawalla Valley (California State Prison), CA Urban Cluster","16804",,,,,,,,,,,"Chuckawalla Valley (California State Prison), CA Urban Cluster",0,0,0,0,0,0,0,0,0,0,"Chuckawalla Valley (California State Prison), CA Urban Cluster",132,132,132,132,132,132,132,132,132,132
"G16831","2006-2010",,,,,,,,,,,,,,,,,,,,,"Church Point, LA Urban Cluster","16831",,,,,,,,,,,"Church Point, LA Urban Cluster",4579,2504,1934,0,0,0,34,107,23,84,"Church Point, LA Urban Cluster",30,434,426,123,123,123,43,93,28,88
"G16858","2006-2010",,,,,,,,,,,,,,,,,,,,,"Churchville, NY Urban Cluster","16858",,,,,,,,,,,"Churchville, NY Urban Cluster",3274,3111,78,30,22,0,0,33,0,33,"Churchville, NY Urban Cluster",275,256,81,51,19,123,123,36,123,36
"G16885","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH--KY--IN Urbanized Area","16885",,,,,,,,,,,"Cincinnati, OH--KY--IN Urbanized Area",1514919,1204884,235264,2575,31260,668,12029,28239,1843,26396,"Cincinnati, OH--KY--IN Urbanized Area",2408,3020,1809,358,895,295,1341,1878,427,1845
"G16912","2006-2010",,,,,,,,,,,,,,,,,,,,,"Circleville, OH Urban Cluster","16912",,,,,,,,,,,"Circleville, OH Urban Cluster",15312,14346,337,57,107,0,30,435,45,390,"Circleville, OH Urban Cluster",440,486,149,60,76,119,38,160,63,144
"G16939","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cisco, TX Urban Cluster","16939",,,,,,,,,,,"Cisco, TX Urban Cluster",3284,2905,32,100,0,0,205,42,0,42,"Cisco, TX Urban Cluster",315,391,54,177,127,127,241,93,127,93
"G16966","2006-2010",,,,,,,,,,,,,,,,,,,,,"Citrus Ridge, FL Urban Cluster","16966",,,,,,,,,,,"Citrus Ridge, FL Urban Cluster",8126,6365,649,42,164,0,525,381,129,252,"Citrus Ridge, FL Urban Cluster",891,761,354,50,159,136,340,218,112,184
"G16993","2006-2010",,,,,,,,,,,,,,,,,,,,,"Citrus Springs, FL Urban Cluster","16993",,,,,,,,,,,"Citrus Springs, FL Urban Cluster",3719,3588,16,0,101,0,14,0,0,0,"Citrus Springs, FL Urban Cluster",680,669,27,136,83,136,22,136,136,136
"G17020","2006-2010",,,,,,,,,,,,,,,,,,,,,"City of The Dalles, OR--WA Urban Cluster","17020",,,,,,,,,,,"City of The Dalles, OR--WA Urban Cluster",17657,15624,31,599,134,0,920,349,131,218,"City of The Dalles, OR--WA Urban Cluster",523,615,41,214,70,119,409,152,105,111
"G17047","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clanton, AL Urban Cluster","17047",,,,,,,,,,,"Clanton, AL Urban Cluster",5115,3852,1094,8,53,0,37,71,0,71,"Clanton, AL Urban Cluster",503,546,299,15,49,119,48,69,119,69
"G17074","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clare, MI Urban Cluster","17074",,,,,,,,,,,"Clare, MI Urban Cluster",3206,3013,0,30,39,0,0,124,0,124,"Clare, MI Urban Cluster",107,152,109,27,49,109,109,90,109,90
"G17101","2006-2010",,,,,,,,,,,,,,,,,,,,,"Claremont, NH Urban Cluster","17101",,,,,,,,,,,"Claremont, NH Urban Cluster",9547,9230,62,59,55,0,94,47,0,47,"Claremont, NH Urban Cluster",498,518,66,72,58,114,110,39,114,39
"G17128","2006-2010",,,,,,,,,,,,,,,,,,,,,"Claremore, OK Urban Cluster","17128",,,,,,,,,,,"Claremore, OK Urban Cluster",21107,15322,399,3348,73,5,255,1705,37,1668,"Claremore, OK Urban Cluster",572,733,200,521,73,8,188,425,35,430
"G17155","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarinda, IA Urban Cluster","17155",,,,,,,,,,,"Clarinda, IA Urban Cluster",5488,4748,452,72,65,0,106,45,0,45,"Clarinda, IA Urban Cluster",56,172,175,76,129,99,83,28,99,28
"G17182","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarion, IA Urban Cluster","17182",,,,,,,,,,,"Clarion, IA Urban Cluster",2710,2508,0,0,0,0,110,92,40,52,"Clarion, IA Urban Cluster",114,195,99,99,99,99,134,113,53,67
"G17209","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarion, PA Urban Cluster","17209",,,,,,,,,,,"Clarion, PA Urban Cluster",8252,7844,136,8,88,0,28,148,0,148,"Clarion, PA Urban Cluster",424,424,107,9,42,109,32,74,109,74
"G17236","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarksburg, WV Urban Cluster","17236",,,,,,,,,,,"Clarksburg, WV Urban Cluster",35503,33818,701,80,127,53,22,702,30,672,"Clarksburg, WV Urban Cluster",843,869,189,40,73,84,36,219,40,217
"G17263","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarksdale, MS Urban Cluster","17263",,,,,,,,,,,"Clarksdale, MS Urban Cluster",18366,3752,14224,90,126,0,37,137,12,125,"Clarksdale, MS Urban Cluster",216,271,327,34,20,127,44,115,22,111
"G17290","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarksville, AR Urban Cluster","17290",,,,,,,,,,,"Clarksville, AR Urban Cluster",5980,5688,52,0,15,12,27,186,45,141,"Clarksville, AR Urban Cluster",486,502,78,119,25,21,32,105,49,95
"G17317","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarksville, TN--KY Urbanized Area","17317",,,,,,,,,,,"Clarksville, TN--KY Urbanized Area",128007,85753,29667,968,3099,765,2417,5338,846,4492,"Clarksville, TN--KY Urbanized Area",1645,1658,1183,346,357,180,547,800,311,711
"G17344","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clarksville, TX Urban Cluster","17344",,,,,,,,,,,"Clarksville, TX Urban Cluster",2947,1251,1453,0,0,0,122,121,39,82,"Clarksville, TX Urban Cluster",221,293,249,127,127,127,120,103,57,84
"G17371","2006-2010",,,,,,,,,,,,,,,,,,,,,"Claxton, GA Urban Cluster","17371",,,,,,,,,,,"Claxton, GA Urban Cluster",4293,1943,2037,24,34,0,244,11,0,11,"Claxton, GA Urban Cluster",346,362,281,33,55,132,211,14,132,14
"G17398","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clay Center, KS Urban Cluster","17398",,,,,,,,,,,"Clay Center, KS Urban Cluster",4350,4137,87,30,11,0,49,36,0,36,"Clay Center, KS Urban Cluster",15,61,73,33,18,109,59,52,109,52
"G17425","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clayton, NC Urban Cluster","17425",,,,,,,,,,,"Clayton, NC Urban Cluster",22572,16802,4495,116,88,0,659,412,56,356,"Clayton, NC Urban Cluster",1243,1205,920,91,102,127,409,282,73,281
"G17452","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clearfield, PA Urban Cluster","17452",,,,,,,,,,,"Clearfield, PA Urban Cluster",13942,13655,72,0,57,0,16,142,53,89,"Clearfield, PA Urban Cluster",538,556,93,109,57,109,19,127,75,75
"G17479","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clearlake, CA Urban Cluster","17479",,,,,,,,,,,"Clearlake, CA Urban Cluster",15126,12146,627,252,77,28,1157,839,110,729,"Clearlake, CA Urban Cluster",594,884,179,180,94,37,686,294,134,262
"G17506","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clear Lake, IA Urban Cluster","17506",,,,,,,,,,,"Clear Lake, IA Urban Cluster",7360,7169,0,33,30,0,11,117,9,108,"Clear Lake, IA Urban Cluster",377,354,99,30,45,99,19,66,18,65
"G17533","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleburne, TX Urban Cluster","17533",,,,,,,,,,,"Cleburne, TX Urban Cluster",40792,36032,1410,127,421,189,2067,546,163,383,"Cleburne, TX Urban Cluster",794,1107,389,101,246,163,708,219,107,170
"G17560","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cle Elum, WA Urban Cluster","17560",,,,,,,,,,,"Cle Elum, WA Urban Cluster",3490,3178,0,73,60,0,64,115,0,115,"Cle Elum, WA Urban Cluster",408,381,123,43,70,123,75,99,123,99
"G17587","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clemson, SC Urban Cluster","17587",,,,,,,,,,,"Clemson, SC Urban Cluster",46929,36985,7334,83,1386,12,368,761,86,675,"Clemson, SC Urban Cluster",1707,1631,728,58,285,22,249,368,59,361
"G17614","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clermont, FL Urban Cluster","17614",,,,,,,,,,,"Clermont, FL Urban Cluster",38420,30705,3966,171,758,53,2070,697,146,551,"Clermont, FL Urban Cluster",1541,1525,919,105,299,90,571,327,109,308
"G17641","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleveland, MS Urban Cluster","17641",,,,,,,,,,,"Cleveland, MS Urban Cluster",15999,5945,9818,55,41,0,0,140,0,140,"Cleveland, MS Urban Cluster",570,367,515,50,65,127,127,102,127,102
"G17668","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleveland, OH Urbanized Area","17668",,,,,,,,,,,"Cleveland, OH Urbanized Area",1693865,1211324,395463,3313,39461,162,17616,26526,4181,22345,"Cleveland, OH Urbanized Area",2041,2630,1614,411,1020,115,1183,1378,541,1172
"G17695","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleveland, OK Urban Cluster","17695",,,,,,,,,,,"Cleveland, OK Urban Cluster",3136,2491,14,298,0,0,0,333,15,318,"Cleveland, OK Urban Cluster",102,219,23,163,109,109,109,153,22,152
"G17722","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleveland, TN Urbanized Area","17722",,,,,,,,,,,"Cleveland, TN Urbanized Area",62327,55667,3811,342,595,214,1076,622,105,517,"Cleveland, TN Urbanized Area",1343,1396,266,159,140,188,363,208,86,185
"G17749","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cleveland, TX Urban Cluster","17749",,,,,,,,,,,"Cleveland, TX Urban Cluster",7460,4348,1884,58,64,0,1036,70,0,70,"Cleveland, TX Urban Cluster",354,503,378,87,63,127,401,58,127,58
"G17776","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clewiston, FL Urban Cluster","17776",,,,,,,,,,,"Clewiston, FL Urban Cluster",14130,8459,3790,12,62,0,1762,45,0,45,"Clewiston, FL Urban Cluster",2253,2476,406,19,71,136,690,54,136,54
"G17803","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clifton, AZ Urban Cluster","17803",,,,,,,,,,,"Clifton, AZ Urban Cluster",4820,3844,24,52,34,14,719,133,30,103,"Clifton, AZ Urban Cluster",356,426,31,60,35,24,284,68,31,62
"G17830","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clifton, TX Urban Cluster","17830",,,,,,,,,,,"Clifton, TX Urban Cluster",3489,3175,102,0,0,0,130,82,24,58,"Clifton, TX Urban Cluster",19,175,43,127,127,127,105,91,26,81
"G17857","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clifton Forge, VA Urban Cluster","17857",,,,,,,,,,,"Clifton Forge, VA Urban Cluster",5523,4683,724,3,60,0,0,53,0,53,"Clifton Forge, VA Urban Cluster",309,359,168,5,60,127,127,54,127,54
"G17884","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, IL Urban Cluster","17884",,,,,,,,,,,"Clinton, IL Urban Cluster",8187,7881,75,0,6,0,156,69,0,69,"Clinton, IL Urban Cluster",292,325,103,119,15,119,134,32,119,32
"G17911","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, IN Urban Cluster","17911",,,,,,,,,,,"Clinton, IN Urban Cluster",6807,6686,13,18,22,0,2,66,4,62,"Clinton, IN Urban Cluster",254,268,15,22,28,119,4,30,9,29
